0	0
0.0003	-8716.88
0.0006	-17362
0.00105	-28937.1
0.00121875	-31679.4
0.00147188	-34596.6
0.00185156	-37281.9
0.00242109	-39461.6
0.00327539	-41362.4
0.00455684	-42787.9
0.00583828	-43611.7
0.00711973	-44164.1
0.00904189	-44667.9
0.0119251	-45013.4
0.01625	-45021
0.0205749	-44682.7
0.0216561	-44568.3
0.0227373	-44445.6
0.0243592	-44247.5
0.0267919	-43917.4
0.030441	-43332.4
0.0318094	-43102.6
0.0338621	-42752.4
0.036941	-42222.4
0.0415594	-41423.6
0.0432913	-41127.7
0.0458892	-40686.1
0.049786	-40036
0.0556312	-39060
0.0614763	-38123.3
0.0673215	-37245.4
0.0731667	-36429.8
0.0790119	-35673.9
0.084857	-34969.6
0.0907022	-34310.4
0.0965474	-33694.7
0.102393	-33117.3
0.108238	-32574.1
0.114083	-32062.9
0.119928	-31580.7
0.125773	-31124.3
0.131618	-30690.5
0.137464	-30277.7
0.143309	-29884.5
0.149154	-29508.4
0.154999	-29146.5
0.160844	-28797.2
0.16669	-28457.6
0.172535	-28126
0.17838	-27804.3
0.184225	-27493.5
0.19007	-27192.9
0.195915	-26902
0.201761	-26620
0.207606	-26346.5
0.213451	-26081.3
0.219296	-25823.6
0.225141	-25573.1
0.230986	-25329.4
0.236832	-25092.2
0.242677	-24861.2
0.248522	-24636.1
0.254367	-24416.1
0.260212	-24201.2
0.266058	-23990.8
0.271903	-23784.9
0.277748	-23582.9
0.283593	-23384.9
0.289438	-23190.6
0.295283	-22999.7
0.301129	-22812
0.309896	-22535.7
0.318664	-22267.8
0.327432	-22048.1
0.3362	-21812.6
0.344967	-21577
0.353735	-21346.7
0.362503	-21138.2
0.371271	-20923.6
0.380039	-20709.5
0.388806	-20497.9
0.397574	-20289.4
0.406342	-20083.9
0.41511	-19881.9
0.423877	-19695.2
0.437029	-19425.3
0.450181	-19144
0.463332	-18855.5
0.46662	-18782.9
0.469908	-18709.6
0.47484	-18597
0.479772	-18482.3
0.484704	-18365.4
0.489636	-18246.8
0.494567	-18126.9
0.499499	-18006.1
0.506897	-17823.5
0.514295	-17640
0.521693	-17456.3
0.529091	-17273.8
0.536488	-17093.4
0.543886	-16915.7
0.54666	-16848.4
0.550822	-16752.3
0.557064	-16606.9
0.566426	-16391.5
0.569937	-16311.6
0.575204	-16194.1
0.583104	-16019.6
0.594954	-15763.7
0.599397	-15670.9
0.606063	-15533.3
0.616061	-15330.8
0.62606	-15137.2
0.636058	-14950.2
0.646056	-14766.6
0.656055	-14588
0.659804	-14525.9
0.665428	-14432.2
0.673864	-14295.5
0.686518	-14092.4
0.691263	-14016.7
0.698381	-13904.5
0.709058	-13739.6
0.713062	-13679
0.719068	-13589
0.728077	-13458.8
0.741589	-13268.7
0.746657	-13198.4
0.754258	-13094.1
0.765659	-12939.5
0.777061	-12787.8
0.788463	-12639.1
0.792738	-12584.1
0.799152	-12502.5
0.808772	-12381.9
0.823202	-12206.1
0.826809	-12162.9
0.830417	-12120.4
0.835828	-12057.1
0.843945	-11961.3
0.85612	-11821.4
0.868296	-11684
0.880471	-11549.1
0.892647	-11416.9
0.904822	-11288.7
0.916997	-11167.9
0.929173	-11058.5
0.941348	-10964.7
0.953524	-10890.3
0.965699	-10839.4
0.977874	-10815.8
0.99005	-10822.7
1	-10853.2
